timestamp,rpm_reduction_percent,rpm_actual,current,expected_current,current_deviation_percent,efficiency_index,ambient_temperature,ambient_humidity,estimated_temperature,vibration,vibration_level,health_score,fault_type,failure_probability,maintenance
2026-06-21 12:55:03,100.0,0.0,0.13,0.05,160.0,0.0,28.1,63.3,34.35,0.2003,MEDIUM,37.99,Stopped_Idle,62.01,YES
2026-06-21 12:55:04,100.0,0.0,0.1,0.05,100.0,0.0,28.0,63.3,33.16,0.1772,LOW,44.68,Stopped_Idle,55.32,YES
2026-06-21 12:55:05,100.0,0.0,0.1,0.05,100.0,0.0,28.0,63.3,33.16,0.1772,LOW,44.68,Stopped_Idle,55.32,YES
2026-06-21 12:55:06,20.0,800.0,0.09,0.21,57.14,80.0,28.0,63.3,32.34,0.1392,LOW,82.11,Normal,17.89,NO
2026-06-21 12:55:07,20.0,800.0,0.0,0.21,100.0,80.0,28.0,63.1,31.12,0.208,MEDIUM,75.76,Normal,24.24,NO
2026-06-21 12:55:08,20.0,800.0,0.0,0.21,100.0,80.0,28.0,63.1,31.25,0.2165,MEDIUM,75.5,Mechanical_Vibration,24.5,NO
2026-06-21 12:55:09,20.0,800.0,0.0,0.21,100.0,80.0,28.0,63.3,30.18,0.1456,LOW,77.63,Normal,22.37,NO
2026-06-21 12:55:10,20.0,800.0,0.07,0.21,66.67,80.0,28.0,63.3,33.02,0.2183,MEDIUM,78.78,Mechanical_Vibration,21.22,NO
2026-06-21 12:55:11,20.0,800.0,0.07,0.21,66.67,80.0,28.0,63.3,33.02,0.2183,MEDIUM,78.78,Mechanical_Vibration,21.22,NO
2026-06-21 12:55:12,40.0,600.0,0.03,0.17,82.35,60.0,28.0,63.2,32.03,0.2187,MEDIUM,69.2,Mechanical_Vibration,30.8,NO
2026-06-21 12:55:13,40.0,600.0,0.06,0.17,64.71,60.0,28.0,63.2,33.23,0.2487,MEDIUM,70.07,Mechanical_Vibration,29.93,NO
2026-06-21 12:55:14,40.0,600.0,0.07,0.17,58.82,60.0,28.1,63.5,34.74,0.3257,MEDIUM,68.35,Mechanical_Vibration,31.65,NO
2026-06-21 12:55:15,40.0,600.0,0.05,0.17,70.59,60.0,28.1,63.5,34.88,0.3684,MEDIUM,65.89,Mechanical_Vibration,34.11,NO
2026-06-21 12:55:16,40.0,600.0,0.06,0.17,64.71,60.0,28.1,63.3,36.0,0.4268,HIGH,64.72,Mechanical_Vibration,35.28,NO
2026-06-21 12:55:17,60.0,400.0,0.09,0.13,30.77,40.0,28.1,63.3,36.79,0.4294,HIGH,60.04,Mechanical_Vibration,39.96,NO
2026-06-21 12:55:18,60.0,400.0,0.12,0.13,7.69,40.0,28.1,63.3,37.54,0.4294,HIGH,62.35,Mechanical_Vibration,37.65,NO
2026-06-21 12:55:19,60.0,400.0,0.1,0.13,23.08,40.0,28.1,63.3,36.87,0.4183,HIGH,61.14,Mechanical_Vibration,38.86,NO
2026-06-21 12:55:20,60.0,400.0,0.13,0.13,0.0,40.0,28.1,63.2,38.19,0.4557,HIGH,62.33,Mechanical_Vibration,37.67,NO
2026-06-21 12:55:21,60.0,400.0,0.13,0.13,0.0,40.0,28.1,63.2,38.19,0.4557,HIGH,62.33,Mechanical_Vibration,37.67,NO
2026-06-21 12:55:22,60.0,400.0,0.11,0.13,15.38,40.0,28.1,63.2,37.69,0.4557,HIGH,60.79,Mechanical_Vibration,39.21,NO
2026-06-21 12:55:23,80.0,200.0,0.15,0.09,66.67,20.0,28.0,63.0,38.51,0.4509,HIGH,47.81,Mechanical_Vibration,52.19,YES
2026-06-21 12:55:24,80.0,200.0,0.11,0.09,22.22,20.0,28.0,63.0,37.1,0.4234,HIGH,53.08,Mechanical_Vibration,46.92,YES
2026-06-21 12:55:25,80.0,200.0,0.16,0.09,77.78,20.0,28.0,63.4,37.24,0.3496,MEDIUM,49.73,Mechanical_Vibration,50.27,YES
2026-06-21 12:55:26,80.0,200.0,0.12,0.09,33.33,20.0,28.0,63.4,36.76,0.3838,MEDIUM,53.15,Mechanical_Vibration,46.85,YES
2026-06-21 12:55:27,80.0,200.0,0.19,0.09,111.11,20.0,28.0,63.2,37.66,0.3271,MEDIUM,47.08,Mechanical_Vibration,52.92,YES
2026-06-21 12:55:28,100.0,0.0,0.14,0.05,180.0,0.0,28.0,63.2,36.34,0.3225,MEDIUM,32.33,Mechanical_Vibration,67.67,YES
2026-06-21 12:55:29,100.0,0.0,0.14,0.05,180.0,0.0,28.0,63.2,36.34,0.3225,MEDIUM,32.33,Mechanical_Vibration,67.67,YES
2026-06-21 12:55:30,100.0,0.0,0.2,0.05,300.0,0.0,28.1,63.4,36.79,0.2458,MEDIUM,22.63,Mechanical_Vibration,77.37,YES
2026-06-21 12:55:31,100.0,0.0,0.19,0.05,280.0,0.0,28.1,63.2,35.83,0.1985,LOW,26.05,Stopped_Idle,73.95,YES
2026-06-21 12:55:32,100.0,0.0,0.19,0.05,280.0,0.0,28.1,63.2,35.83,0.1985,LOW,26.05,Stopped_Idle,73.95,YES
2026-06-21 12:55:33,100.0,0.0,0.18,0.05,260.0,0.0,28.1,63.2,34.43,0.1219,LOW,30.34,Stopped_Idle,69.66,YES
2026-06-21 12:55:34,20.0,800.0,0.15,0.21,28.57,80.0,28.0,63.1,33.97,0.1481,LOW,84.7,Normal,15.3,NO
2026-06-22 12:34:19,60.0,400.0,0.13,0.13,0.0,40.0,24.7,62.6,32.06,0.2738,MEDIUM,67.79,Mechanical_Vibration,32.21,NO
2026-06-22 12:34:19,60.0,400.0,0.13,0.13,0.0,40.0,24.7,62.6,32.06,0.2738,MEDIUM,67.79,Mechanical_Vibration,32.21,NO
2026-06-22 12:34:20,80.0,200.0,0.11,0.09,22.22,20.0,24.7,62.6,31.11,0.2441,MEDIUM,58.46,Mechanical_Vibration,41.54,YES
2026-06-22 12:34:21,80.0,200.0,0.17,0.09,88.89,20.0,24.8,62.6,31.96,0.1943,LOW,53.28,Mechanical_Vibration,46.72,YES
2026-06-22 12:34:22,80.0,200.0,0.14,0.09,55.56,20.0,24.8,62.6,31.74,0.2296,MEDIUM,55.56,Mechanical_Vibration,44.44,YES
2026-06-22 12:34:23,80.0,200.0,0.17,0.09,88.89,20.0,24.8,62.6,32.54,0.2329,MEDIUM,52.12,Mechanical_Vibration,47.88,YES
2026-06-22 12:34:24,80.0,200.0,0.17,0.09,88.89,20.0,24.8,62.6,31.7,0.1765,LOW,53.82,Mechanical_Vibration,46.18,YES
2026-06-22 12:34:25,80.0,200.0,0.17,0.09,88.89,20.0,24.8,62.6,31.7,0.1765,LOW,53.82,Mechanical_Vibration,46.18,YES
2026-06-22 12:34:26,100.0,0.0,0.12,0.05,140.0,0.0,24.9,62.4,30.16,0.151,LOW,41.47,Stopped_Idle,58.53,YES
2026-06-22 12:34:27,100.0,0.0,0.15,0.05,200.0,0.0,24.9,62.4,30.6,0.1297,LOW,36.11,Stopped_Idle,63.89,YES
2026-06-22 12:34:28,100.0,0.0,0.06,0.05,20.0,0.0,24.8,62.2,27.87,0.1044,LOW,54.87,Stopped_Idle,45.13,YES
2026-06-22 12:34:29,100.0,0.0,0.12,0.05,140.0,0.0,24.8,62.2,29.37,0.1044,LOW,42.87,Stopped_Idle,57.13,YES
2026-06-22 12:34:30,100.0,0.0,0.06,0.05,20.0,0.0,24.9,62.5,27.85,0.0965,LOW,55.1,Stopped_Idle,44.9,YES
2026-06-22 12:34:31,100.0,0.0,0.06,0.05,20.0,0.0,24.9,62.5,27.85,0.0965,LOW,55.1,Stopped_Idle,44.9,YES
2026-06-22 12:34:32,20.0,800.0,0.04,0.21,80.95,80.0,24.8,62.2,27.93,0.1418,LOW,79.65,Normal,20.35,NO
2026-06-22 12:34:33,20.0,800.0,0.02,0.21,90.48,80.0,24.8,62.2,27.43,0.1418,LOW,78.7,Normal,21.3,NO
2026-06-22 12:34:34,20.0,800.0,0.02,0.21,90.48,80.0,24.8,62.2,27.43,0.1418,LOW,78.7,Normal,21.3,NO
2026-06-22 12:34:35,20.0,800.0,0.07,0.21,66.67,80.0,24.8,62.4,28.74,0.1463,LOW,80.94,Normal,19.06,NO
2026-06-22 12:34:36,20.0,800.0,0.07,0.21,66.67,80.0,24.8,62.4,28.74,0.1463,LOW,80.94,Normal,19.06,NO
2026-06-22 12:34:37,40.0,600.0,0.09,0.17,47.06,60.0,25.0,62.1,29.69,0.1627,LOW,74.41,Normal,25.59,NO
2026-06-22 12:34:38,40.0,600.0,0.14,0.17,17.65,60.0,25.0,62.1,31.33,0.1887,LOW,76.57,Normal,23.43,NO
2026-06-22 12:34:39,40.0,600.0,0.08,0.17,52.94,60.0,24.9,62.2,30.58,0.2451,MEDIUM,71.35,Overload,28.65,NO
2026-06-22 12:34:40,40.0,600.0,0.12,0.17,29.41,60.0,24.9,62.2,32.07,0.2782,MEDIUM,72.71,Mechanical_Vibration,27.29,NO
2026-06-22 12:34:41,40.0,600.0,0.05,0.17,70.59,60.0,24.9,62.5,30.32,0.2782,MEDIUM,68.59,Mechanical_Vibration,31.41,NO
2026-06-22 12:34:42,40.0,600.0,0.05,0.17,70.59,60.0,24.9,62.5,30.32,0.2782,MEDIUM,68.59,Mechanical_Vibration,31.41,NO
2026-06-22 12:34:43,60.0,400.0,0.05,0.13,61.54,40.0,24.9,62.4,30.24,0.2727,MEDIUM,61.67,Mechanical_Vibration,38.33,NO
2026-06-22 12:34:44,60.0,400.0,0.05,0.13,61.54,40.0,24.9,62.4,30.24,0.2727,MEDIUM,61.67,Mechanical_Vibration,38.33,NO
2026-06-22 12:34:45,60.0,400.0,0.05,0.13,61.54,40.0,24.9,62.4,29.39,0.2163,MEDIUM,63.36,Mechanical_Vibration,36.64,NO
2026-06-22 12:34:46,60.0,400.0,0.06,0.13,53.85,40.0,24.9,62.2,29.75,0.2234,MEDIUM,63.91,Mechanical_Vibration,36.09,NO
2026-06-22 12:34:47,60.0,400.0,0.05,0.13,61.54,40.0,24.9,62.2,29.46,0.2204,MEDIUM,63.23,Mechanical_Vibration,36.77,NO
2026-06-22 12:34:48,80.0,200.0,0.06,0.09,33.33,20.0,24.9,62.2,29.69,0.2193,MEDIUM,58.09,Mechanical_Vibration,41.91,YES
2026-06-22 12:34:49,80.0,200.0,0.06,0.09,33.33,20.0,24.9,62.2,29.38,0.1984,LOW,58.72,Stopped_Idle,41.28,YES
2026-06-22 12:34:50,80.0,200.0,0.08,0.09,11.11,20.0,24.9,61.9,29.11,0.1472,LOW,62.47,Stopped_Idle,37.53,NO
2026-06-22 12:34:51,80.0,200.0,0.07,0.09,22.22,20.0,24.9,61.9,28.36,0.114,LOW,62.36,Stopped_Idle,37.64,NO
2026-06-22 12:34:52,80.0,200.0,0.07,0.09,22.22,20.0,24.9,61.9,28.36,0.114,LOW,62.36,Stopped_Idle,37.64,NO
2026-06-22 12:34:53,80.0,200.0,0.07,0.09,22.22,20.0,24.9,61.9,28.36,0.114,LOW,62.36,Stopped_Idle,37.64,NO
2026-06-22 12:34:55,100.0,0.0,0.11,0.05,120.0,0.0,25.0,61.9,28.52,0.0516,NONE,46.45,Stopped_Idle,53.55,YES
2026-06-22 12:34:56,100.0,0.0,0.11,0.05,120.0,0.0,25.0,61.9,28.52,0.0516,NONE,46.45,Stopped_Idle,53.55,YES
2026-06-22 12:34:57,100.0,0.0,0.11,0.05,120.0,0.0,25.0,61.9,28.52,0.0516,NONE,46.45,Stopped_Idle,53.55,YES
2026-06-22 12:35:01,20.0,800.0,0.09,0.21,57.14,80.0,25.0,62.1,29.61,0.1571,LOW,81.57,Normal,18.43,NO
2026-06-22 12:35:02,20.0,800.0,0.09,0.21,57.14,80.0,25.0,62.1,29.61,0.1571,LOW,81.57,Normal,18.43,NO
2026-06-22 12:35:03,20.0,800.0,0.11,0.21,47.62,80.0,25.0,62.1,30.11,0.1571,LOW,82.53,Normal,17.47,NO
2026-06-22 12:35:04,20.0,800.0,0.09,0.21,57.14,80.0,25.0,62.0,30.56,0.2208,MEDIUM,79.66,Normal,20.34,NO
2026-06-22 12:35:05,40.0,600.0,0.17,0.17,0.0,60.0,25.0,62.0,32.67,0.2281,MEDIUM,77.16,Normal,22.84,NO
2026-06-22 12:35:06,40.0,600.0,0.12,0.17,29.41,60.0,25.0,62.1,31.83,0.2553,MEDIUM,73.4,Overload,26.6,NO
2026-06-22 12:35:07,40.0,600.0,0.18,0.17,5.88,60.0,25.0,62.1,34.18,0.3118,MEDIUM,74.06,Mechanical_Vibration,25.94,NO
2026-06-22 12:35:08,40.0,600.0,0.11,0.17,35.29,60.0,25.1,61.9,33.04,0.3462,MEDIUM,70.09,Mechanical_Vibration,29.91,NO
2026-06-22 12:35:09,40.0,600.0,0.14,0.17,17.65,60.0,25.1,61.9,33.35,0.3168,MEDIUM,72.73,Mechanical_Vibration,27.27,NO
2026-06-22 12:35:10,40.0,600.0,0.14,0.17,17.65,60.0,25.1,61.9,33.35,0.3168,MEDIUM,72.73,Mechanical_Vibration,27.27,NO
2026-06-22 12:35:11,40.0,600.0,0.14,0.17,17.65,60.0,25.1,61.9,33.35,0.3168,MEDIUM,72.73,Mechanical_Vibration,27.27,NO
2026-06-22 12:35:13,60.0,400.0,0.11,0.13,15.38,40.0,25.1,62.0,33.76,0.3938,MEDIUM,62.65,Mechanical_Vibration,37.35,NO
2026-06-22 12:35:14,60.0,400.0,0.11,0.13,15.38,40.0,25.1,62.0,33.76,0.3938,MEDIUM,62.65,Mechanical_Vibration,37.35,NO
2026-06-22 12:35:15,60.0,400.0,0.08,0.13,38.46,40.0,25.1,62.0,32.45,0.3569,MEDIUM,61.45,Mechanical_Vibration,38.55,NO
2026-06-22 12:35:16,80.0,200.0,0.09,0.09,0.0,20.0,25.1,62.0,32.64,0.3524,MEDIUM,57.43,Mechanical_Vibration,42.57,YES
2026-06-22 12:35:17,80.0,200.0,0.07,0.09,22.22,20.0,25.1,61.9,31.96,0.3404,MEDIUM,55.57,Mechanical_Vibration,44.43,YES
2026-06-22 12:35:18,80.0,200.0,0.08,0.09,11.11,20.0,25.1,61.9,31.36,0.2839,MEDIUM,58.37,Mechanical_Vibration,41.63,YES
2026-06-22 12:35:19,80.0,200.0,0.08,0.09,11.11,20.0,25.1,62.0,31.01,0.2607,MEDIUM,59.07,Mechanical_Vibration,40.93,YES
2026-06-22 12:35:20,80.0,200.0,0.08,0.09,11.11,20.0,25.1,62.0,31.01,0.2607,MEDIUM,59.07,Mechanical_Vibration,40.93,YES
2026-06-22 12:35:21,80.0,200.0,0.08,0.09,11.11,20.0,25.1,62.0,30.61,0.2338,MEDIUM,59.87,Mechanical_Vibration,40.13,YES
2026-06-22 12:35:22,100.0,0.0,0.08,0.05,60.0,0.0,25.1,61.9,29.76,0.1773,LOW,48.68,Stopped_Idle,51.32,YES
2026-06-22 12:35:23,100.0,0.0,0.08,0.05,60.0,0.0,25.1,61.9,29.56,0.164,LOW,49.08,Stopped_Idle,50.92,YES
2026-06-22 12:35:24,100.0,0.0,0.08,0.05,60.0,0.0,25.1,61.9,29.56,0.164,LOW,49.08,Stopped_Idle,50.92,YES
2026-06-22 12:35:25,100.0,0.0,0.07,0.05,40.0,0.0,25.1,61.7,27.85,0.0668,NONE,54.0,Stopped_Idle,46.0,YES
2026-06-22 12:35:26,100.0,0.0,0.07,0.05,40.0,0.0,25.2,61.9,27.46,0.0338,NONE,54.99,Stopped_Idle,45.01,YES
2026-06-22 12:35:27,100.0,0.0,0.07,0.05,40.0,0.0,25.2,61.9,27.46,0.0338,NONE,54.99,Stopped_Idle,45.01,YES
2026-06-22 12:35:28,100.0,0.0,0.07,0.05,40.0,0.0,25.2,61.9,27.46,0.0338,NONE,54.99,Stopped_Idle,45.01,YES
2026-06-22 12:35:29,100.0,0.0,0.07,0.05,40.0,0.0,25.2,61.9,27.46,0.0338,NONE,54.99,Stopped_Idle,45.01,YES
2026-06-22 12:35:30,20.0,800.0,0.05,0.21,76.19,80.0,25.2,61.9,28.41,0.1304,LOW,80.47,Normal,19.53,NO
2026-06-22 12:35:31,20.0,800.0,0.09,0.21,57.14,80.0,25.3,61.8,29.47,0.1281,LOW,82.44,Normal,17.56,NO
2026-06-22 12:35:32,20.0,800.0,0.09,0.21,57.14,80.0,25.3,61.8,29.47,0.1281,LOW,82.44,Normal,17.56,NO
2026-06-22 12:35:33,20.0,800.0,0.09,0.21,57.14,80.0,25.3,61.8,29.47,0.1281,LOW,82.44,Normal,17.56,NO
2026-06-22 12:37:03,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:04,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:05,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:06,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:07,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:08,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:09,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:09,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:10,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:11,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:12,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:13,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:14,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:15,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:16,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:17,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:18,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:19,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:20,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:21,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:22,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:23,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:23,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:23,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:23,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:24,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:25,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:26,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:27,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:28,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:29,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:30,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:30,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:30,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:30,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:31,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:31,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:32,20.0,800.0,0.02,0.21,90.48,80.0,25.7,61.3,26.59,0.0262,NONE,82.17,Normal,17.83,NO
2026-06-22 12:37:33,20.0,800.0,0.06,0.21,71.43,80.0,25.7,61.3,27.74,0.0362,NONE,83.77,Normal,16.23,NO
2026-06-22 12:37:34,20.0,800.0,0.06,0.21,71.43,80.0,25.7,61.3,27.74,0.0362,NONE,83.77,Normal,16.23,NO
2026-06-22 12:37:34,20.0,800.0,0.06,0.21,71.43,80.0,25.7,61.3,27.74,0.0362,NONE,83.77,Normal,16.23,NO
2026-06-22 12:37:34,20.0,800.0,0.06,0.21,71.43,80.0,25.7,61.3,27.74,0.0362,NONE,83.77,Normal,16.23,NO
2026-06-22 12:37:43,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:44,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:46,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:47,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:47,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:48,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:49,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:37:50,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:38:02,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:38:03,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:38:04,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:38:16,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
2026-06-22 12:38:17,0.0,1000.0,0.0,0.25,100.0,100.0,0.0,0.0,0.0,0.0,NONE,90.0,Stopped_Idle,10.0,NO
